OrderID,OrderDate,CustomerID,ProductID,StoreID,Quantity,UnitPrice,Discount,PaymentMethod,OrderStatus
ORD16467,2024-12-02,C0425,P018,ST001,1,999,0.2,Mada,Completed
ORD13927,2024-06-03,C0126,P027,ST001,3,3499,0,Mada,Completed
ORD16283,2024-01-10,C0167,P014,ST003,1,5499,0.05,Mada,Completed
ORD14069,2023-03-28,C0169,P032,ST003,2,2199,0,Visa,Completed
ORD10324,2023-07-25,C0035,P004,ST002,1,4599,0.15,Mada,Completed
ORD17003,29/03/2024,C0348,P010,ST001,1,6999,0,Visa,Completed
ORD16147,2024-03-01,C0450,P045,ST001,1,599,0,Apple Pay,Completed
ORD12010,2024-03-18,C0071,P001,ST001,1,5999,0, Cash  ,Completed
ORD15835,2023-08-24,C0244,P035,ST001,2,849,0,Mastercard,Completed
ORD12259,2023-09-16,C0335,P047,ST002,1,119,0.15,Mada,Completed
ORD11611,2024-08-09,C0469,P011,ST001,1,2799,0.05,Visa,Completed
ORD10707,2024-03-08,C0247,P049,ST003,1,399,0.15,Visa,Completed
ORD13552,2024-03-07,C0214,P050,ST001,1,599,0,Mada,Completed
ORD14991,2023-08-01,C0023,P046,ST001,1,1199,0.1,Mada,Completed
ORD10582,2024-03-24,C0313,P049,ST004,1,399,0,Apple Pay,Completed
ORD16054,2023-11-09,C0138,P023,ST002,1,3699,0.1,Visa,Completed
ORD14916,2024-10-18,C0397,P033,ST003,1,2699,0, Mastercard  ,Completed
ORD16370,2024-11-18,C0134,P032,ST004,4,2199,0,Apple Pay,Completed
ORD11881,2024-04-14,C0047,P023,ST001,4,3699,0,Mastercard,Completed
ORD10989,2024-03-08,C0276,P037,ST002,1,2299,0.05,Apple Pay,Completed
ORD12457,2023-11-24,C0191,P009,ST004,1,4999,0,Mastercard,Completed
ORD15738,2024-04-01,C0151,P048,ST004,1,89,0.05,Mada,Completed
ORD13652,2024-04-12,C0025,P048,ST001,1,89,0,Cash,Completed
ORD11226,2024-02-18,C0243,P025,ST004,2,2299,0,Mada,Completed
ORD12431,2023-05-09,C0395,P041,ST001,4,10999,0.2,Apple Pay,Completed
ORD12938,2024-08-02,C0359,P034,ST002,1,3299,0.1,Apple Pay,Completed
ORD14460,2023-07-01,C0151,P040,ST001,3,349,0, Mada  ,Completed
ORD12167,2024-04-30,C0438,P006,ST002,3,3999,0,Bank Transfer,Completed
ORD14456,2024-03-19,C0286,P022,ST002,1,1799,0,Visa,Completed
ORD12049,2024-01-23,C0194,P016,ST001,1,3699,0,Mada,Completed
ORD12958,2023-11-08,C0193,P032,ST002,1,2199,0.2,Mada,Completed
ORD10702,2023-01-25,C0465,P022,ST003,1,1799,0,Bank Transfer,Completed
ORD16194,2023-08-21,C0147,P016,ST001,1,3699,0,Apple Pay,Completed
ORD13550,2023-09-29,C0379,P022,ST002,1,1799,0.05,Mada,Completed
ORD17156,2024-04-08,C0310,P029,ST002,1,4999,0,Visa,Returned
ORD16855,2024-08-11,C0446,P032,ST003,1,2199,0.1,Mada,Completed
ORD16459,2023-02-15,C0016,P049,ST001,1,399,0.1,Mada,Completed
ORD10128,2023-06-21,C0350,P009,ST003,1,4999,0,Bank Transfer,Completed
ORD12176,2024-03-15,C0042,P049,ST002,1,399,0,Mada,Completed
ORD16888,2024-04-03,C0199,P049,ST001,1,399,0.1,Bank Transfer,Completed
ORD15072,2024-11-24,c0414,P009,ST004,1,4999,0,Visa,Returned
ORD12551,2024-06-13,C0043,P024,ST002,1,3999,0.15,Apple Pay,Completed
ORD13620,2024-04-03,C0102,P050,ST001,1,599,0.15,Mastercard,Completed
ORD15017,2024-05-19,C0260,P015,ST002,1,2899,0,Visa,Completed
ORD16649,2023-10-21,C0375,P033,ST004,1,2699,0.1,Apple Pay,Completed
ORD13066,2024-10-15,C0392,P002,ST001,1,4299,0,Mastercard,Completed
ORD15918,2023-10-20,C0395,P008,ST002,1,8999,0,Mastercard,Completed
ORD10364,2024-08-14,C0431,P023,ST003,1,3699,0,Bank Transfer,Completed
ORD10928,2023-11-27,C0284,P050,ST001,1,599,0,Mada,Completed
ORD13417,2023-01-19,C0345,P049,ST002,1,399,0,Visa,Returned
ORD15143,2023-11-02,C0085,P041,ST004,1,10999,0,Mada,Completed
ORD11051,2024-07-27,C0383,P013,ST004,1,4299,0,Mada,Cancelled
ORD11010,2023-02-09,C0339,P034,ST004,1,3299,0.1,Mastercard,Completed
ORD10428,2023-08-07,C0388,P022,ST002,1,1799,0,Mastercard,Completed
ORD13612,2023-11-06,C0207,P033,ST002,1,2699,0,Mada,Completed
ORD16280,2024-11-24,C0017,P044,ST001,3,1099,0,Visa,Completed
ORD11716,2023-11-06,C0017,P040,ST001,1,349,0, Mastercard  ,Completed
ORD15693,2024-03-18,C0053,P037,ST001,1,2299,0.05,Mada,Completed
ORD16432,2024-03-15,C0024,P031,ST002,1,2699,0.15,Mada,Completed
ORD12397,2023-06-06,C0231,P010,ST002,1,6999,0,Apple Pay,Completed
ORD10910,2023-04-14,C0403,P045,ST003,1,599,0,Mastercard,Completed
ORD11475,2024-04-02,C0082,P024,ST002,1,3999,0,Mastercard,Completed
ORD16603,2023-10-12,C0093,P025,ST002,1,2299,0,Mada,Completed
ORD10715,2023-04-05,C0042,P026,ST004,1,6799,0.2,Mada,Completed
ORD10916,2023-12-26,C0424,P032,ST001,1,2199,0,Cash,Completed
ORD15698,2024-04-23,C0102,P036,ST004,1,599,0.1,Visa,Completed
ORD10226,2024-01-05,C0053,P003,ST004,1,3499,0.05,Visa,Completed
ORD13554,2024-07-07,C0476,P050,ST001,4,599,0,Mastercard,Completed
ORD12814,2024-04-03,C0170,P012,ST001,3,7299,0.1,Visa,Completed
ORD16122,2024-04-02,C0033,P047,ST001,1,119,0.15,Mada,Completed
ORD13041,2023-11-17,C0479,P013,ST001,2,4299,0.1,Visa,Completed
ORD11861,2023-03-07,C0190,P009,ST004,1,4999,0, Mastercard  ,Completed
ORD14909,2024-11-04,C0170,P010,ST001,1,6999,0.05,Apple Pay,Completed
ORD10544,2024-04-10,C0287,P043,ST004,1,1899,0.15,Mada,Completed
ORD11177,2024-03-09,C0237,P043,ST001,1,1899,0.05,Visa,Completed
ORD10596,2023-02-18,C0233,P029,ST004,1,4999,0.05,Mada,Completed
ORD11209,2024-03-24,C0298,P011,ST003,1,2799,0,Visa,Completed
ORD16939,2023-04-21,C0126,P049,ST001,1,399,0,Mastercard,Completed
ORD16475,2023-04-03,C0199,P038,ST001,1,2199,0,Visa,Completed
ORD14605,2024-03-17,C0357,P017,ST002,3,1899,0,Apple Pay,Completed
ORD13251,2024-12-25,C0202,P025,ST001,2,2299,0, Mada  ,Completed
ORD12030,2024-10-12,C0027,P034,ST002,1,3299,0.1,Mada,Completed
ORD13223,2023-09-08,C0256,P008,ST001,1,8999,0.15,Cash,Completed
ORD11146,2024-11-06,C0193,P016,ST003,1,3699,0.05,Mada,Completed
ORD10565,2024-11-17,C0310,P012,ST001,1,7299,0,Mastercard,Completed
ORD10828,2023-01-27,C0038,P004,ST002,1,4599,0.05,Mastercard,Completed
ORD15742,2023-06-24,C0427,P007,ST002,2,2999,0.1,Mada,Completed
ORD14859,2023-08-18,C0425,P042,ST004,1,11499,0,Mada,Completed
ORD13901,2024-04-24,C0088,P032,ST002,1,2199,0,Mada,Completed
ORD16759,2024-03-10,C0429,P013,ST002,1,4299,0.05,Apple Pay,Completed
ORD11707,2024-03-07,C0369,P040,ST001,1,349,0,Mastercard,Completed
ORD10933,2024-06-14,C0055,P004,ST001,1,4599,0.2,Mada,Completed
ORD11198,2023-10-14,C0342,P017,ST003,1,1899,0,Bank Transfer,Completed
ORD15740,2024-06-30,C0038,P028,ST001,1,4299,0,Mada,Cancelled
ORD13773,2023-04-24,C0479,P028,ST004,1,4299,0.1,Mastercard,Completed
ORD11400,2023-10-13,C0119,P027,ST001,1,3499,0,Mastercard,Completed
ORD13305,2024-03-09,C0223,P039,ST002,1,1499,0.05,Mada,Completed
ORD12750,2024-06-12,C0234,P038,ST002,1,2199,0,Cash,Completed
ORD16264,2024-03-28,C0371,P036,ST003,1,599,0,Mada,Completed
ORD12975,2023-08-25,C0379,P002,ST002,1,4299,0.1,Mastercard,Completed
ORD14253,2024-06-30,C0151,P002,ST001,1,4299,0.05,Mada,Completed
ORD13512,2024-02-27,c0432,P016,ST002,1,3699,0,Cash,Completed
ORD14295,2023-09-12,C0150,P019,ST004,1,2299,0.1,Mada,Completed
ORD15708,2024-03-19,C0040,P045,ST001,3,599,0.05,Mada,Completed
ORD14339,2023-10-03,C0371,P023,ST003,1,3699,0,Apple Pay,Completed
ORD15238,2024-03-22,C0303,P042,ST001,1,11499,0.05,Mada,Completed
ORD13341,2024-04-12,C0493,P016,ST003,1,3699,0,Mada,Completed
ORD10144,2023-01-08,C0145,P024,ST003,1,3999,0,Mada,Completed
ORD10713,2023-09-06,C0358,P024,ST004,1,3999,0.05,Mada,Completed
ORD13973,2024-07-29,C0417,P019,ST002,1,2299,0.1,Apple Pay,Completed
ORD11899,2024-06-28,C0111,P003,ST002,1,3499,0,Visa,Completed
ORD13111,14/04/2024,C0455,P009,ST003,1,4999,0.05, Mastercard  ,Completed
ORD13932,2024-01-02,C0384,P047,ST002,1,119,0,Mastercard,Completed
ORD10375,06/10/2024,C0389,P020,ST002,1,1499,0,Visa,Completed
ORD13010,2023-09-12,C0150,P004,ST003,1,4599,0,Mada,Completed
ORD11742,2024-07-24,C0386,P021,ST001,2,849,0,Mada,Returned
ORD16065,2024-03-06,C0170,P040,ST001,1,349,0.15,Cash,Returned
ORD10458,2024-08-30,C0068,P036,ST002,1,599,0,Mada,Completed
ORD13616,2023-11-19,C0393,P023,ST001,1,3699,0.1,Bank Transfer,Completed
ORD16634,2024-12-07,C0121,P030,ST001,1,6499,0,Mada,Completed
ORD13479,2023-05-30,C0472,P023,ST002,1,3699,0,Mada,Completed
ORD13399,2023-11-04,C0253,P010,ST004,1,6999,0.1,Mada,Completed
ORD11710,2024-05-29,C0273,P050,ST004,1,599,0,Mada,Completed
ORD12180,2023-11-29,C0282,P023,ST001,1,3699,0.05,Mastercard,Completed
ORD12312,2023-05-01,C0323,P035,ST002,2,849,0.1,Mada,Completed
ORD10766,2023-08-20,C0474,P015,ST001,1,2899,0,Visa,Completed
ORD15663,2024-03-27,C0108,P012,ST001,2,7299,0.05,Bank Transfer,Completed
ORD11504,2024-03-12,C0079,P049,ST002,1,399,0.05,Apple Pay,Completed
ORD11705,2023-10-18,C0194,P036,ST003,1,599,0,Cash,Completed
ORD12865,2024-09-04,C0023,P033,ST002,1,2699,0,Apple Pay,Completed
ORD11012,2024-03-17,C0252,P048,ST003,1,89,0,Mada,Completed
ORD13682,2024-03-21,C0378,P025,ST001,1,2299,0, Mastercard  ,Completed
ORD10359,2024-02-29,C0328,P036,ST001,2,599,0,Mada,Completed
ORD12914,2024-03-06,C0232,P027,ST001,1,3499,0.05,Cash,Completed
ORD15349,2024-04-29,C0126,P041,ST001,1,10999,0,Visa,Completed
ORD15770,2023-05-21,C0434,P023,ST002,1,3699,0.05,Mada,Returned
ORD13545,2024-12-02,C0039,P038,ST001,1,2199,0,Bank Transfer,Completed
ORD14384,2023-03-15,C0179,P041,ST001,1,10999,0.1,Visa,Completed
ORD10842,2024-09-15,C0149,P022,ST004,1,1799,0,Apple Pay,Completed
ORD15337,2023-07-30,C0339,P013,ST002,1,4299,0.15,Mada,Completed
ORD11243,2023-07-10,C0293,P005,ST003,1,1599,0,Mada,Completed
ORD10622,2023-03-13,C0144,P008,ST002,2,8999,0.05,Mada,Completed
ORD10109,2023-12-15,C0361,P021,ST004,1,849,0,Cash,Completed
ORD16166,2023-04-04,C0386,P024,ST001,3,3999,0,Mastercard,Completed
ORD15819,2024-12-05,C0135,P025,ST001,1,2299,0.05,Bank Transfer,Cancelled
ORD11591,2023-12-13,C0302,P048,ST003,1,89,0.1,Mastercard,Completed
ORD16421,2024-05-24,C0275,P038,ST002,1,2199,0.05,Mada,Completed
ORD15747,2024-01-27,C0238,P007,ST001,1,2999,0,Mastercard,Completed
ORD15554,2024-03-22,C0130,P028,ST004,1,4299,0.1,Visa,Completed
ORD15734,2024-04-10,C0123,P022,ST001,1,1799,0,Mada,Completed
ORD16990,2024-08-20,C0177,P045,ST003,1,599,0.05, Mada  ,Completed
ORD15669,2024-02-07,C0107,P018,ST002,1,999,0.05,Visa,Completed
ORD15487,2024-03-06,C0050,P023,ST003,2,3699,0,Mada,Completed
ORD13573,2023-07-29,C0340,P047,ST001,2,119,0.15,Mada,Completed
ORD14061,2024-03-18,C0328,P028,ST001,1,4299,0,Apple Pay,Completed
ORD13730,2024-04-09,C0294,P019,ST003,1,2299,0,Mada,Completed
ORD10248,2023-09-02,C0181,P006,ST004,4,3999,0.1,Visa,Completed
ORD11403,2023-05-08,C0478,P024,ST002,1,3999,0,Cash,Completed
ORD15024,2024-05-10,C0412,P050,ST002,1,599,0, Apple Pay  ,Completed
ORD12279,2024-01-22,C0469,P039,ST002,1,1499,0,Cash,Completed
ORD16569,2024-04-26,C0139,P006,ST002,1,3999,0,Bank Transfer,Completed
ORD13674,2023-01-30,C0290,P025,ST001,1,2299,0.1,Apple Pay,Cancelled
ORD16637,2023-04-04,C0189,P039,ST002,1,1499,0,Mada,Completed
ORD14943,2024-05-11,C0213,P018,ST003,1,999,0,Mastercard,Completed
ORD13330,2023-01-01,C0087,P020,ST001,1,1499,0,Mada,Completed
ORD12845,2023-10-07,C0021,P016,ST001,1,3699,0.1, Visa  ,Completed
ORD12034,2023-06-13,C0112,P034,ST002,1,3299,0,Mada,Completed
ORD14628,2023-04-16,C0128,P024,ST002,4,3999,0.1,Apple Pay,Completed
ORD15357,2023-05-31,C0157,P019,ST003,1,2299,0.1,Mastercard,Cancelled
ORD10691,2023-01-15,C0050,P043,ST001,1,1899,0.15,Apple Pay,Completed
ORD15992,2023-09-01,C0291,P001,ST002,1,5999,0.1,Apple Pay,Completed
ORD11900,2024-05-10,C0200,P050,ST003,1,599,0,Mada,Completed
ORD11309,2024-04-05,C0435,P050,ST001,1,599,0,Visa,Completed
ORD15963,2023-12-20,C0251,P006,ST002,1,3999,0.05,Mastercard,Completed
ORD13180,2024-06-07,C0085,P047,ST003,1,119,0,Visa,Completed
ORD16436,2024-10-24,C0134,P013,ST001,1,4299,0,Mada,Completed
ORD15460,2024-08-29,C0196,P043,ST003,4,1899,0,Mada,Completed
ORD15961,2023-01-22,C0094,P001,ST002,1,5999,0,Mada,Completed
ORD14054,2024-07-23,C0164,P009,ST001,1,4999,0,Mada,Completed
ORD13783,2024-09-01,C0032,P005,ST003,1,1599,0.1,Mada,Completed
ORD14736,2024-08-03,C0495,P004,ST003,2,4599,0.1,Mada,Returned
ORD13687,2023-08-03,C0272,P021,ST003,1,849,0,Mastercard,Completed
ORD13604,2024-04-14,C0172,P006,ST001,1,3999,0.15,Mada,Completed
ORD14030,2023-08-07,C0151,P013,ST001,1,4299,0.1,Mada,Completed
ORD12130,2023-02-24,C0305,P004,ST001,4,4599,0,Apple Pay,Completed
ORD13685,2023-11-20,C0343,P027,ST001,1,3499,0.05,Mastercard,Completed
ORD10657,2023-02-17,C0127,P035,ST002,1,849,0,Cash,Completed
ORD11094,2023-04-30,C0407,P020,ST002,1,1499,0,Cash,Completed
ORD14780,2024-03-11,C0313,P048,ST002,1,89,0.05,Mada,Completed
ORD11245,2023-07-01,C0080,P024,ST003,3,3999,0,Mada,Completed
ORD10589,2024-03-22,C0324,P010,ST004,3,6999,0,Cash,Returned
ORD12988,2024-07-03,C0005,P046,ST003,1,1199,0,Mada,Completed
ORD11951,2023-09-24,C0001,P013,ST002,3,4299,0.05,Apple Pay,Completed
ORD11917,2023-08-12,C0299,P035,ST003,1,849,0.1,Mada,Completed
ORD10919,2024-01-04,C0450,P025,ST001,1,2299,0.15,Visa,Completed
ORD14827,2024-08-22,C0205,P019,ST003,1,2299,0,Apple Pay,Completed
ORD14898,2024-10-14,C0028,P040,ST003,1,349,0.05,Cash,Completed
ORD16140,2023-06-22,C0062,P043,ST004,1,1899,0,Mada,Completed
ORD10888,2024-04-23,C0165,P022,ST001,1,1799,0,Mastercard,Completed
ORD14856,2024-04-08,C0292,P039,ST001,2,1499,0,Mastercard,Completed
ORD10071,2023-09-03,C0456,P032,ST001,1,2199,0,Bank Transfer,Returned
ORD15989,2024-06-30,C0024,P019,ST001,1,2299,0,Mada,Completed
ORD16528,2023-10-02,C0056,P028,ST003,1,4299,0.1,Apple Pay,Completed
ORD14902,2023-03-30,C0449,P043,ST002,2,1899,0.2,Apple Pay,Completed
ORD15051,2023-06-12,C0176,P042,ST002,1,11499,0.15,Mada,Completed
ORD10159,2024-01-03,C0068,P026,ST001,,6799,0,Mada,Completed
ORD10647,2024-06-03,C0103,P004,ST002,1,4599,0,Mada,Completed
ORD12043,2023-05-19,C0478,P014,ST003,1,5499,0.15,Cash,Completed
ORD16742,2024-04-03,C0094,P038,ST003,1,2199,0,Cash,Completed
ORD15288,2024-04-15,C0159,P021,ST002,1,849,0,Mada,Completed
ORD16835,2023-12-02,C0372,P016,ST001,1,3699,0.1,Mastercard,Completed
ORD16767,2024-04-04,C0195,P022,ST002,1,1799,0.1, Mada  ,Completed
ORD15350,2023-08-27,C0172,P011,ST001,1,2799,0.05,Mastercard,Completed
ORD16700,2023-06-13,C0408,P044,ST001,,1099,0.15,Mada,Completed
ORD14007,2023-10-16,C0382,P017,ST002,1,1899,0,Mada,Completed
ORD13382,2023-10-20,C0151,P041,ST002,1,10999,0,Visa,Completed
ORD10750,2024-03-13,C0382,P045,ST002,1,599,0,Mastercard,Completed
ORD17103,2023-04-01,C0072,P008,ST002,1,8999,0.15,Mada,Completed
ORD11744,2023-07-21,C0366,P009,ST001,3,4999,0,Mada,Returned
ORD16202,2024-02-08,C0098,P019,ST002,1,2299,0.1,Mada,Completed
ORD13841,2024-01-25,C0110,P024,ST001,2,3999,0.1,Mastercard,Completed
ORD12676,2024-03-24,C0080,P033,ST001,1,2699,0.1, Mastercard  ,Completed
ORD10953,2023-05-24,C0175,P027,ST002,1,3499,0.1,Cash,Completed
ORD15461,2023-07-23,C0212,P047,ST001,1,119,0.05,Cash,Completed
ORD10286,2023-09-12,C0236,P016,ST004,1,3699,0,Mada,Completed
ORD12263,2023-10-31,C0436,P021,ST003,2,849,0,Mada,Completed
ORD14509,2023-07-30,C0270,P034,ST002,1,3299,0,Mada,Returned
ORD16151,2024-05-08,C0149,P032,ST002,1,2199,0.1,Visa,Completed
ORD14371,2023-04-17,C0126,P022,ST002,1,1799,0,Cash,Completed
ORD12187,2023-02-17,C0452,P024,ST003,2,3999,0.15,Mastercard,Completed
ORD12186,2023-01-23,C0492,P043,ST002,1,1899,0,Mada,Completed
ORD14866,2023-07-24,C0032,P027,ST002,1,3499,0, Apple Pay  ,Completed
ORD12652,2024-03-09,C0024,P049,ST001,1,399,0,Visa,Completed
ORD13733,2023-03-19,C0235,P026,ST001,1,6799,0.15,Bank Transfer,Completed
ORD16623,2023-08-17,C0003,P027,ST001,2,3499,0.1,Apple Pay,Returned
ORD16453,2023-12-08,C0116,P013,ST001,2,4299,0,Cash,Completed
ORD10305,2024-09-06,C0433,P021,ST002,1,849,0.2,Cash,Completed
ORD15659,2024-01-06,C0481,P014,ST003,1,5499,0.1,Mada,Completed
ORD15131,2024-03-11,C0264,P035,ST003,2,849,0,Mastercard,Completed
ORD12637,2024-04-19,C0101,P042,ST002,1,11499,0,Mada,Completed
ORD11039,2024-09-11,C0437,P022,ST002,3,1799,0.05,Mada,Completed
ORD11180,2023-09-01,C0097,P037,ST001,1,2299,0.1,Apple Pay,Completed
ORD11522,2024-01-22,C0165,P010,ST001,2,6999,0,Mada,Completed
ORD12690,2024-04-30,C0447,P028,ST002,1,4299,0,Cash,Completed
ORD11832,2024-07-17,C0499,P021,ST003,1,849,0,Cash,Completed
ORD13154,15/01/2023,C0246,P045,ST003,1,599,0,Cash,Completed
ORD15932,12/05/2024,C0176,P014,ST001,1,5499,0,Apple Pay,Completed
ORD10593,2024-02-04,C0110,P009,ST003,1,4999,0,Mastercard,Completed
ORD11052,2024-01-05,C0469,P020,ST001,1,1499,0.15,Apple Pay,Completed
ORD13659,2024-04-12,C0016,P008,ST001,1,8999,0.1,Bank Transfer,Completed
ORD15091,2023-03-19,C0093,P030,ST001,1,6499,0.05,Visa,Completed
ORD16070,2024-06-28,C0259,P046,ST002,1,1199,0.1,Mada,Completed
ORD14051,2023-09-03,C0477,P019,ST002,1,2299,0.1,Bank Transfer,Completed
ORD16998,2023-12-11,C0062,P011,ST002,1,2799,0,Visa,Completed
ORD12677,2023-09-10,C0223,P021,ST003,1,849,0.05,Mada,Completed
ORD12716,2024-04-09,C0309,P049,ST002,2,399,0,Mada,Completed
ORD13468,2023-02-11,C0331,P034,ST004,1,3299,0,Visa,Completed
ORD14954,2024-01-04,C0320,P013,ST004,3,4299,0,Bank Transfer,Returned
ORD14204,2024-03-16,C0148,P036,ST001,2,599,0,Mada,Returned
ORD12088,2024-03-13,C0403,P047,ST002,1,119,0.1,Mada,Completed
ORD10193,2024-01-03,C0381,P044,ST001,1,1099,0.1,Visa,Completed
ORD12904,2023-08-26,C0153,P035,ST004,1,849,0,Apple Pay,Completed
ORD11868,2024-07-24,C0379,P024,ST001,2,3999,0.05,Visa,Completed
ORD12365,2024-03-23,C0303,P011,ST004,1,2799,0,Cash,Returned
ORD12041,2024-04-10,C0219,P021,ST001,1,849,0,Mada,Completed
ORD14150,2024-06-17,C0270,P006,ST001,1,3999,0.15,Bank Transfer,Completed
ORD10028,2023-07-20,C0318,P001,ST001,3,5999,0,Apple Pay,Completed
ORD12099,2023-03-26,C0285,P006,ST002,1,3999,0.05,Mastercard,Completed
ORD12430,2024-07-29,C0066,P029,ST002,1,4999,0.05,Cash,Completed
ORD14645,2023-05-15,C0230,P025,ST003,1,2299,0,Mastercard,Completed
